x,y,z
404.9210716259196,283.6623976724288,b
377.1415318099075,270.6188444691447,b
364.59742583143714,287.6735079426012,b
405.68956380618033,270.7882757893218,b
434.64279139091417,348.077150900335,b
440.96128697815277,337.3646965138082,b
413.2713607859078,343.5750966011077,b
442.17719136386165,336.7359194417453,b
389.72903805526676,362.0490358237448,b
368.0870470425541,308.40103261875623,b
330.7740047375071,343.4648548527915,b
344.36649554452873,288.03073184654556,b
377.54807404764745,264.34613237158715,b
392.9146067186075,260.2598874617572,b
340.7376864002864,276.07295540956306,b
397.53596713445774,191.97523289058267,b
384.6927765501813,230.36844671826066,b
365.2953699888592,173.1967766303061,c
378.64715486985466,164.4483287259401,c
395.1080832676749,121.15115140292,c
378.93028191924566,155.02978631243968,c
278.3941354799839,107.04484997735585,c
277.67947434133254,112.33066324902529,c
282.0195224162917,131.40489765039865,c
298.7166866665849,124.46851588836603,c
279.56482307832067,144.79551315085638,c
326.2664033374796,198.6961446860504,c
411.7512502363426,155.99560591085998,c
420.0412339148832,105.05624897620288,c
432.7744639721705,64.89062754911174,c
433.6476390210524,133.64152201294007,c
409.83206302140474,136.88583075723102,c
335.4320507941039,93.21402132468967,c
276.19033573021227,58.77394018984148,c
224.77564712035988,91.08673733356255,c
216.10944244499024,111.18334445750537,c
211.62856709634195,107.45682985068146,c
263.1561061815044,142.4056801200253,c
268.48640480040655,160.85717999167662,c
322.8755315883076,161.54724964484075,c
375.88286996720916,125.52019753539724,c
355.8118158336057,72.24116145924398,c
421.60249525961035,77.37178287317607,c
371.04099883831026,63.25349004779321,c
422.38125711841866,110.49564777383455,c
397.64327383068473,64.7440631787183,c
357.5232616648286,32.878637511248655,c
417.15941981416904,65.32173286011255,c
374.87016881499255,61.47306369267085,c
409.4299775470615,117.33739163341187,c
376.8983406278803,118.4706222484931,c
347.91641109818414,173.84037552637,c
355.50126957705965,202.21501440490675,c
348.4428393645237,158.45984892623062,c
291.21078906407473,130.26056735794918,c
254.20765642561616,142.52315398711738,c
250.27201405038358,58.90186253698778,c
302.0882031880422,74.73221752708673,c
326.1717505327867,-7.815548284110832,c
328.07424557495455,45.356102105926595,c
285.3443435867065,-9.676505009669938,c
335.5565044707832,22.779417312216083,c
336.17591086229703,-5.511957132628538,c
346.10594086556733,-50.085934296289,c
387.12828277137197,38.390892965197565,c
400.36222367925603,64.01724332310744,c
322.67501856857467,84.60609859501238,c
326.07371126009855,79.16549257500486,c
279.6441125011975,72.92101876989449,c
219.49768236978127,104.85061033953764,c
197.004170025711,125.9044580484221,c
195.96686715902726,110.80317428278892,c
258.7507292897353,77.53578586110712,c
280.1367363563871,136.4545164633194,c
340.6498284838481,120.22063447585845,c
355.6147689147095,153.95315292781345,c
394.96674235615853,177.20153735219958,c
392.77612589440236,85.52077028056539,c
402.69970788336036,69.39665903832145,c
385.03568497765866,78.07233378520152,c
388.1953993373347,41.79532234916803,c
320.7593388721604,113.3674137224071,c
323.1286528715678,30.759344877872024,c
319.73322062433033,76.7623932868255,c
317.6437270990671,68.53165259900317,c
324.6279113485585,94.80436009875774,c
296.7046005621794,65.44211746419285,c
340.8989421135079,78.83181564368903,c
337.7173302597315,118.05733916212489,c
225.46938029420377,459.8081694932683,d
279.0941485546155,440.2546713016188,d
285.24727380411235,422.7458472214114,d
329.2981882258153,417.57594528141027,d
346.8312612435439,429.8137199113662,d
323.7819476020067,430.98440948451156,d
328.92025501192336,398.8628942341718,d
346.6136730896231,433.74376440954757,d
382.46898068710124,368.40956897340243,d
327.9361324924922,375.9902079577374,d
306.13898442269334,387.5164686352333,d
333.95570781470167,358.1125144695315,d
312.0090381768176,343.44657767793603,d
277.8651085307286,349.1737410270955,d
310.3400953807616,300.9693424363818,d
277.07784155808145,345.11761002176974,d
270.3452242630602,334.07645427860103,d
275.0025505175747,333.73133809928186,d
269.42330365033155,392.83531546239755,d
240.96566565291917,433.30152462620276,d
301.5919618160858,392.946187965129,d
249.48545683540536,414.91064827341245,d
297.02599574618097,427.46364017783776,d
290.0954376393566,449.2934528842466,d
300.77821509125994,464.24258878508056,d
365.1727503404116,443.3561593803117,d
291.64863042868933,458.16618307788553,d
356.4962126873193,421.4524771919718,d
283.4264505238861,458.56522417204513,d
280.6573428195094,498.2460986206457,d
246.94655419294304,472.71871284317956,d
281.19877645103713,448.6102553013956,d
260.85814372394066,443.27608182144405,d
258.7238392636213,416.55056489867604,d
314.5307689232692,400.3503136952653,d
253.99780392236949,483.30169123692446,d
346.35240371243253,384.01574985880586,d
402.23843813784794,411.27883402610615,d
380.0747012108695,459.86806928573634,d
334.70077222749626,354.3621156923175,d
316.59419572334815,382.65402219433713,d
352.96812411248123,391.5333571991496,d
294.798160494567,313.34084304020627,d
324.1345124928917,342.4560349642386,d
339.24826324302575,348.97836367288585,d
330.1968282703176,343.35024179923425,d
343.2284042249474,445.0988636133859,d
357.44675485051226,389.7197657316887,d
359.3389459175294,437.6471222170634,d
342.6092112294151,459.9096278292995,d
369.33862444803697,451.7494686308492,d
355.2502366667343,446.0018241928453,d
359.6168818361618,470.8704241029627,d
308.27693858021007,466.24946829041596,d
286.2429423506612,477.20375474484956,d
332.4465246126986,402.4062041555467,d
318.91638872282374,424.22005452504527,d
355.171270959029,380.9278115577581,d
277.0873227202065,412.71787258944426,d
313.2062861625721,336.5283153353967,d
311.4176319483915,357.90311302520684,d
363.8932962305394,376.71723677590074,d
343.3617872374857,325.66450519478445,d
353.3593959009234,344.2416430067338,d
320.940671031799,394.7206316038313,d
356.03840681477504,434.4066848162914,d
358.05785262886076,447.2374857643029,d
328.4102008836678,432.5109466944647,d
281.78787555898583,408.82888432514494,d
303.9131168864885,413.1106235844088,d
309.67099871278054,393.0465422824685,d
314.381058336394,429.9257983107691,d
345.701002537594,386.90374712540506,d
334.3936135420371,389.71439402035963,d
344.9038576829318,414.2045419698213,d
368.5684787539835,412.33391222059754,d
311.1187072536187,512.0791250107773,d
291.34472550665606,432.85365549529257,d
306.60700320363014,502.75668957632405,d
274.8880930238292,443.2972667663033,d
297.33757746064595,402.7682599424306,d
283.83373422561874,374.713392138558,d
287.33117395353304,390.3092236621525,d
295.0000229187269,393.3797625460744,d
318.0027584349043,406.64150389140343,d
335.5930436699857,416.86069047015354,d
323.0828485366885,399.7441032272391,d
347.8818273807988,391.9358857096876,d
348.6177989005004,392.9942679692168,d
304.18199629680834,432.40352860624057,d
315.7389782054338,481.4965206425076,d
304.8199997682933,476.38999178197423,d
332.241012783541,531.2205796603632,d
409.07371118707744,484.18310759313715,d
332.25926725978155,446.3168682177939,d
334.9753399127542,456.1500363646587,d
380.3729809373108,423.90409950325306,d
321.29452275409614,416.7231645812551,d
285.39434737589283,378.7919571519652,d
285.4269000950003,392.8043464480046,d
243.68742625509518,376.19194513030186,d
236.73213421538802,401.33437280865144,d
260.46688028181643,399.7168182462601,d
262.56238961925754,437.3413770176417,d
266.1339000190849,438.6775006712636,d
269.9644032188841,484.2064928726537,d
270.37998952254634,489.5532260261957,d
319.7606006463508,407.0288610627691,d
328.9558843712179,431.0653038430196,d
296.91052377422056,414.7640547319677,d
328.3612046213025,391.124286567844,d
331.4832356551925,420.48837663038296,d
309.6905877734524,361.43513017376097,d
325.21259465181356,391.9788489276842,d
342.2230646595473,394.53443254825737,d
280.6916107063295,400.0683225858943,d
257.16447871343905,427.7840345252794,d
301.2851698329877,474.8608874630384,d
380.59102871543706,507.1874393283359,d
340.2842979502562,503.58148754432875,d
382.9520288734078,429.6974966688812,d
357.97976425558824,502.23795952948694,d
304.11168960430706,466.4391020938008,d
318.7006953932482,432.7863658221361,d
270.82772273950997,420.2881694977192,d
284.8916428738262,431.15459792748385,d
316.6318166829108,417.15415598983543,d
328.475925908061,447.59953138474793,d
310.2496065720533,361.57622305304074,d
366.2647857234021,395.18612715761805,d
331.7090325104684,351.3594642154641,d
329.7774613285177,383.0663993349564,d
351.67994746203885,404.93500171366134,d
328.18661224484305,511.27207855050466,d
338.4126777374092,450.5560996187081,d
345.00463946248647,452.820809201464,d
302.4266079510294,474.635137019286,d
316.39012280813307,440.4392252766234,d
296.0229803855585,363.2734072324714,d
339.5821168736271,385.482533729066,d
313.80220529149176,377.92120732856745,d
338.9036500134726,353.4905081721788,d
323.20171399046035,422.08761711857176,d
317.0855751371572,301.37572912932023,d
346.59483999587854,354.2247957551295,d
328.88531688880573,380.5418487326444,d
322.6881295121906,377.2448977636049,d
285.3332236806538,424.30148485328147,d
298.15104907548425,428.57356247801835,d
289.7718296486999,486.2756842795341,d
311.49375208953353,449.0015644158174,d
273.1412509014698,472.49952985668926,d
266.46391618746026,483.5722124274363,d
265.08287651196287,470.0656936920148,d
281.59630161548074,414.1485389863504,d
299.2260371212802,351.18015003379855,d
323.1421829050415,383.06460033603787,d
350.3130097018135,372.67169574895195,d
339.1838030922968,357.7993686246917,d
324.1733365332165,374.7888063720215,d
360.54535711959494,379.2183598296541,d
360.5989250849759,354.11920141864243,d
368.57828339235334,384.4278735649092,d
330.10567919165476,400.150808054991,d
365.6011894842505,401.1403149935056,d
283.204167808591,465.06946236181693,d
311.06142353201903,407.0917043221289,d
313.9831456491345,490.19847141074274,d
305.7164274532904,431.1128241138628,d
312.0452412214852,433.4160051775233,d
346.8342323466181,470.17132080447254,d
264.15304153146906,459.1336692236433,d
306.30286305443514,421.36603303294635,d
336.35841951858055,383.1607840565681,d
385.8471099136595,353.3808751059041,d
312.864696840439,371.4455642963417,d
322.48368042095643,358.1801579929114,d
354.1904534476268,344.29499469646987,d
314.61560806586874,360.9489881609228,d
321.7791128745681,357.24271718622674,d
345.0673419693527,294.97153445214525,d
317.67610149184435,366.6749400448542,d
299.31947814260366,345.89568603332464,d
313.0979859616059,370.7703155707404,d
280.85429760457527,390.87454044135177,d
352.1966554932173,387.4427142112298,d
301.47910957874024,422.0527267385608,d
295.0521507488053,407.68178481122646,d
361.14022969823105,429.639617343796,d
308.22866417075227,503.49699966332173,d
301.6779378891016,380.2994985838817,d
335.06585588482113,334.7925050591716,d
324.52322083549365,399.75926271811574,d
338.2696729302617,425.3856545463643,d
281.1918154238326,446.619542573217,d
282.78808668521987,485.80910850436806,d
265.7787354557682,470.90700063566095,d
276.95403003214864,483.989477697943,d
279.83628969813805,511.66210500882875,d
283.6143438959012,484.807772040523,d
291.63148746234134,231.97501096853688,c
261.8338364091955,114.97596221657443,c
318.84430199007375,164.7506273629307,c
294.35016000152723,137.50670192705792,c
297.7609250155117,147.2661497777833,c
312.5707121761958,73.13156790184775,c
345.349166374403,95.43821905498862,c
370.61435451652136,39.575461642079176,c
435.4710885231273,76.36679619601045,c
399.98843806089536,97.31102932093734,c
458.54001055959793,77.69593577626682,c
425.58337556025566,54.42582432530497,c
467.00441415169723,74.34081816258504,c
394.6067511737948,69.18598153592956,c
467.90625917367333,19.707113120879114,c
418.44241134747614,30.797702529768003,c
375.79054492643434,62.15610203082309,c
343.3486869719926,31.6179257022917,c
349.1998077698326,97.41612257708886,c
342.6607669607293,105.89242346389506,c
321.0159377648624,43.71249844151026,c
350.05957026511913,33.59953393057356,c
308.8129082156551,74.07640913448063,c
301.83783171470526,93.1700145245702,c
362.30999148405016,120.58528713085059,c
315.7996131592074,121.84275795216786,c
356.3647935063648,71.3200856791085,c
363.44961191262666,93.3556609387038,c
392.23383130413407,149.96545025727357,c
279.82827702797533,116.31790749874301,c
258.8757620392744,50.92942214037021,c
277.2825607822397,108.57277983026586,c
242.39740482914922,36.72068870575083,c
295.0330638790125,86.21253575870293,c
351.7174017862915,37.19751790449038,c
358.5411771247597,48.81769233574374,c
431.85941612342356,42.600440178637825,c
365.36405664184406,62.27270557564475,c
381.6415749662653,76.25296863873803,c
333.67750670585366,110.56326264420403,c
340.28250890964,161.48832541543294,c
331.25295052531334,120.0045391012817,c
313.6862630563472,81.56951663024603,c
351.92244601774394,126.53431386127704,c
316.44185089324003,116.1238332635553,c
324.88443433180345,131.40885562374058,c
317.0573866641165,133.375009350141,c
334.62920606040996,130.4922355353608,c
335.03382283891597,126.6900974751785,c
314.2583367828738,135.26327684464695,c
345.1793280572191,139.28506430385812,c
353.22881783928693,153.7829762825137,c
365.3665009620525,141.67751696103483,c
287.65728936054984,137.25933782647638,c
346.53443721413873,92.2482339138985,c
331.5075828906128,121.41495753442689,c
299.74388706313204,128.1655687295439,c
319.76661168901416,103.64286129195983,c
288.17333291497874,62.79286412259046,c
262.1646510413282,107.83675441838,c
332.0072563239344,170.2612336514897,c
329.5257441651367,100.59270126349753,c
322.53449564760245,97.47192210832003,c
328.61920518237395,151.6542150441188,c
341.01476395678486,113.59024279011123,c
314.15258353148454,176.47887683211582,c
335.04447815294765,158.4430807353943,c
383.5925078424624,113.59304143572717,c
300.36793730146326,105.34355090195925,c
389.9224368757173,139.54292120147306,c
342.33937169159157,69.95574764036343,c
362.80411477387173,46.67840333955621,c
399.1611221539361,94.0278528741402,c
307.6113252929898,75.30810206214267,c
324.45080436605116,65.92905540721671,c
222.8523628807492,108.20542060380774,c
202.11147491201336,138.58358415666072,c
220.36403148338496,131.17253565816895,c
212.12854051878787,157.70302484680468,c
224.23502139489716,165.46484490642746,c
264.28703662144517,171.72008582891982,c
318.90499214183745,140.9269900028985,c
370.7647954756669,273.3431788941209,b
362.8788684905368,268.61509700739566,b
368.0808994491042,244.07411371254756,b
417.5950118484016,255.1740958761726,b
408.4120523575646,293.6232399413269,b
396.3754197639878,279.14077699590655,b
373.9340443154477,258.379096873935,b
412.62263132285403,311.0823892621665,b
458.33943600345856,324.96573905494523,b
455.2909878467128,305.78924005504894,b
412.7966378969264,300.61844040370306,b
459.25021805301935,305.2990780922362,b
465.6934952408887,275.6318999620911,b
437.68601914312535,330.8205425581916,b
444.71932898839685,272.17548577942085,b
461.39895324972804,259.9255870282326,b
432.44186161600976,228.52052179100286,b
482.6453969687706,242.3402900926174,b
462.91869864625306,233.0464146981165,b
483.2195251380557,252.13468582547333,b
510.05450054639806,273.6533625740159,b
517.714010696804,335.96316141044224,b
498.6062536251935,360.8578892895217,b
525.7892910184286,309.36776195472316,b
492.9499058260229,333.655190932243,b
442.3484929745977,339.0565863600716,b
469.0545529416112,313.3196275577973,b
449.1447010381254,334.03332263515347,b
473.1894292577864,358.8729171240122,b
363.92704428633243,227.9335672720557,b
423.63346825845235,233.62480183420928,b
416.86384633509056,285.9888028024143,b
497.1758556355265,292.1696333510714,b
517.2310537573767,320.0844715789327,b
551.4362001591278,349.2664585681833,b
525.2873417451817,392.7605345860243,b
546.4729526005444,380.18775730776963,b
492.8261112034619,401.9499535431065,b
524.1625924411621,315.17992153010516,b
520.7493771630712,395.4224134255753,b
492.1321570632684,372.1061371118544,b
520.9627220356448,392.8159780449131,b
529.3221057274152,353.964830316889,b
505.72712985887654,323.20093676250724,b
483.2486081931145,308.88916821959765,b
457.2543976979008,297.99521556090895,b
493.6454815160663,233.07654305043496,b
443.2495693908742,238.29719282364897,b
453.8865805981918,257.23910385165317,b
464.7818232091746,244.65451166348538,b
493.86428904427567,262.6827005396073,b
424.8094514052414,254.4963143287258,b
397.72202751094324,248.05288693129518,b
415.65208380423985,328.182726124501,b
389.6261365453217,342.9997377896482,b
399.91701701008117,362.85303769019254,b
400.08510881861827,389.3013532593676,b
394.48887847698603,348.0617312952953,b
488.21761721504237,415.8788107227435,b
421.39408757195787,441.5012665415864,b
420.14065081911536,468.4488259876979,b
442.90030003782016,370.71941764764324,b
449.2007053551969,380.9568388812914,b
425.51334028569335,338.0260969500935,b
443.86773460009715,308.5626899214662,b
442.7475348449812,286.3310461614768,b
406.4445301877247,276.5748003474016,b
433.140039642679,262.8901907168964,b
403.0627173084514,276.3014763660267,b
445.5046043883628,197.15752131511158,b
378.33349694880536,270.9305657099581,b
384.41205896658823,250.22041524175967,b
475.6782689898244,331.85317289367475,b
457.51184815208023,377.0279560110839,b
497.85869671486404,377.8343667822891,b
405.8124766105388,269.5709369401916,b
502.9396360541685,307.02660247216045,b
435.71209864280956,277.40966503948243,b
469.96579392128325,377.0938039540605,b
421.5141394617972,417.0960817483034,b
439.7069079367049,403.7603921961799,b
436.3718197184845,432.82259965278547,b
454.2239576402083,372.3949142591383,b
417.61989508534526,385.05612201433536,b
496.4985736714172,416.12354425772037,b
496.0328528416314,386.6542173905791,b
463.68865282549785,304.3273795257818,b
455.2222820955443,325.6133874064977,b
463.9600827951152,276.9548658522348,b
456.994574700435,286.55194113997356,b
457.9339265942476,249.9346340166455,b
353.51458088879735,235.9177524263756,b
425.934595885632,245.84259856809038,b
407.18269472977664,290.481956883737,b
384.6098480763946,267.09963942764864,b
378.946500000491,213.36928565788082,b
391.42491430541617,312.71043762913166,b
353.0590033463775,269.79925767756856,b
346.7234862728866,289.9457644048226,b
404.9459229084029,265.6554293585878,b
371.7098001726933,299.2991863715283,b
323.3143250836421,269.9347577340637,b
360.4819654898835,315.8947031567071,b
428.5761858130172,284.2643870694098,b
403.62379476349673,225.39149310294295,b
370.29181005318856,255.70841958766604,b
379.3403424405211,263.1095740134352,b
403.6387781049467,268.05382251955723,b
391.0840780320668,277.03110334459734,b
355.7184515531308,254.2807353667584,b
383.4470072790207,223.41823233822612,b
363.62292862213116,212.55660414937682,b
344.42258391099665,241.29537061038684,b
371.4502597969841,270.1079570687864,b
394.84304659394707,249.4615764563282,b
313.9402849595606,211.28117116151458,b
355.73355500066225,221.4811087859133,b
379.55108702403265,241.2043262813596,b
347.7208319335169,248.3307146156873,b
346.0457871485383,228.44562767227188,b
329.40797716448674,277.5790078847639,b
323.75919058014927,284.0089403005199,b
398.3412615566029,214.2016881649849,b
366.7791607969704,264.56958169361195,b
374.1480213216207,249.58363962958356,b
374.5923355778238,246.44357721516502,b
362.90882892886594,259.2532019400308,b
360.454284958193,302.70983706362995,b
367.24224932437664,251.6561909339206,b
343.12278133732036,274.38570174960137,b
324.5668025882058,271.5733916190284,b
314.6337090256062,269.9514922308904,b
320.5827696508521,294.7405812026837,b
369.6784671558861,277.30295097793606,b
377.9593178910526,293.9106004295835,b
362.71332778517706,210.82122985330534,b
330.9909388950563,240.06624241748187,b
372.4363493370833,197.19803137154065,b
366.88532787343144,180.22896025649345,b
323.817335391426,220.4689666198958,b
376.27251711641765,253.4088615783284,b
392.92578985540035,235.12480729654078,b
432.26057810341473,255.59699004021894,b
448.74555147681247,240.67378640140544,b
157.81097371100458,287.02564860854187,a
192.39791369660145,286.0435449400853,a
163.840773494501,310.96744159114337,a
227.4929966444668,393.61744477691957,a
200.66686216555343,357.77278202802336,a
234.5401115470771,381.54419050904403,a
193.87652281151475,398.874666653345,a
154.7611120936217,372.12568477332445,a
138.79644036047983,305.74554163058696,a
172.38833430836343,296.18341617461607,a
167.9134340286789,292.1286629671937,a
164.97230205671792,237.09454651668165,a
209.68132720472613,272.71507897336585,a
250.36269040318226,263.25982942247487,a
205.41621126420802,239.29637486112165,a
235.7202445574476,271.9525021595166,a
182.38060866344333,241.3908924501721,a
253.9374540362042,256.1609758490629,a
224.15397026784086,187.82399864126916,a
161.211557721442,194.7999362675534,a
167.7996290782946,211.34426434332823,a
221.8673753580319,152.88548431517518,a
143.62866028260783,186.52543635438417,a
186.3558766241428,218.438545704442,a
174.79978648528166,227.01325341125113,a
197.49900490132796,227.76581885465106,a
255.73744633124664,294.6619351827412,a
180.52802080553477,283.9809044078413,a
176.83434197176445,289.8599856228819,a
223.94524969865273,295.3387339220721,a
226.5441405452316,387.15067699288136,a
207.0171875400254,372.95327083346626,a
118.96642706876528,365.9542188455446,a
154.27224300720047,387.9387096962522,a
135.67831674847466,325.93755928151774,a
177.2336061136063,398.7874481451398,a
152.53183312313203,343.84693692177365,a
156.36342006842628,314.99059541456774,a
160.18826724626933,204.78963896035486,a
184.81200453786897,226.23042842533965,a
133.4699005608858,282.35706842579737,a
134.99088523262503,377.47844576771183,a
170.26129946348777,423.9136996733615,a
167.8709455799591,398.4883700703196,a
199.890405131073,388.7078145217265,a
196.94672973493067,414.22905531443956,a
170.3459464275962,450.53885638203644,a
143.390415177005,372.131534288917,a
138.7366534507993,369.60754271546375,a
158.05974516807143,339.91846312139023,a
175.02765189488014,326.20783253716513,a
176.50421353714347,359.9140540146021,a
201.17537616730849,322.465887948027,a
209.03334563140533,304.74496676685783,a
245.4155295092237,319.57051448005984,a
178.00068444908618,260.17478129371045,a
135.01410783347478,299.2933621387947,a
134.65064705363284,276.5933424054622,a
136.31404508815018,245.62825016040944,a
114.79302023394254,255.7732433045235,a
174.55479274439728,249.03801829910023,a
156.49844480468494,223.99035722162353,a
137.3561916178228,221.09767143224195,a
155.51508739560194,302.5991859429717,a
138.94028299759833,355.3747865631261,a
200.1696225971367,351.1223202676234,a
145.60331016314973,368.74503489608367,a
200.5309227518069,330.2981051444479,a
201.73463953133512,358.6916800505336,a
171.6267529160267,347.5810462784457,a
185.7164888618288,365.3436763514072,a
117.69497280935161,308.32085170739015,a
152.9453440814221,270.4495441019574,a
174.8841893057429,255.8310398869818,a
153.38519593094426,228.08501460272464,a
158.89135388687882,237.5889912447514,a
170.0385985462291,240.54787219840864,a
180.6240481841363,209.9399256774987,a
178.6147200755585,214.50309913643423,a
221.56453116511673,288.6247807350951,a
152.7161462604587,255.31050546751644,a
153.54263702502456,305.1906430906362,a
101.52262397965293,332.0223183706254,a
89.96804279579857,266.07277950975293,a
96.3977516202372,350.8075692404997,a
114.47897400506257,369.72072450251363,a
165.7118173936296,352.320929425172,a
92.62507096613366,341.7883760818552,a
73.20841155382575,430.7955073596697,a
147.31649619112665,363.96150395066024,a
140.22743734488785,327.784966202358,a
223.83742674960502,320.2504816738186,a
205.83695984284574,266.35417703202006,a
152.95164823148392,337.936965792004,a
224.40995752541477,264.46346127491745,a
194.27844222463338,219.12692985657816,a
198.87485960116413,197.6348407707527,a
213.1459526803855,211.93097775531976,a
171.7480230593918,220.21556015838325,a
181.8228929854392,171.28287451684662,a
150.48281891599802,239.2834169704101,a
242.60003644528643,228.2997668203759,a
198.0941040312076,224.16957017207017,a
214.1876372425009,190.69316752983997,a
238.16363327640863,225.51599728350203,a
207.35221106890114,238.78628844463964,a
245.41806561902501,255.84525822401105,a
210.67307073174314,216.6242313523661,a
259.4158056022562,262.5269159038029,a
219.2416723385321,251.22322602091222,a
190.127922238231,266.60264481653996,a
127.41449862935418,236.54907040407085,a
154.12700244395558,232.98848464765342,a
187.59697931820597,212.54919295344382,a
135.39014459593312,211.17088830326907,a
210.180397785154,233.94694462304568,a
222.42046845245966,283.19276624798164,a
221.4637589926405,277.812164719116,a
265.49891962862563,309.3536937760738,a
253.2550077737103,282.7197629424949,a
225.7042427030919,369.86646385306597,a
168.2590449731424,437.4617311677867,a
127.97626707228711,450.3408280332716,a
205.90853935102075,405.15600259077365,a
203.33547402019215,344.7435755017469,a
185.39132780067217,281.8711643208071,a
188.9374630822586,263.66502794787516,a
257.89744114292535,260.5398279859748,a
224.52055987468987,233.54448949472635,a
248.3976536373599,199.05417456374306,a
212.65253821354665,219.04127437387325,a
217.6747045620873,226.31298733687413,a
147.14322044917822,193.70554686691906,a
233.4440374233777,222.22906336495834,a
258.4947626532158,196.3963611334857,a
222.65883975613542,239.4939420287688,a
223.8995089810269,284.67575059833723,a
272.70519282982025,336.0517279176863,a
206.70467737664546,329.3971335255258,a
237.21153368827905,373.48916827661867,a
218.55953481780355,326.231861186604,a
164.37280817875654,369.2995741650967,a
225.0572820511666,372.9886089479035,a
207.92495808304935,238.91931619400543,a
231.54108383385207,236.54124190800218,a
201.91156786317418,294.33787934759357,a
238.27359694090148,296.653821914276,a
271.44074869989277,352.2127475135863,a
206.4369356715718,355.75262990104085,a
177.8390987589605,377.4191842686155,a
218.73722264310632,427.4706291241711,a
152.35835722322054,378.20771795616713,a
138.51276979739285,414.49083957486766,a
161.69999587216134,349.99220717494615,a
102.20087113148682,338.8726791242067,a
210.57181969930235,357.5649705312178,a
162.7284449078054,300.49669576058886,a
264.6714307068714,270.73687110774586,a
287.8192534682002,305.28561627979764,a
251.7272398062711,297.21567100015113,a
273.1341162911357,246.21899316914474,a
233.17824372466765,242.80321720918442,a
219.2562497457312,233.9063511210354,a
230.3519022242358,249.63879476588642,a
233.12283205420604,254.43687799083432,a
199.8422242349598,306.6163276629592,a
212.64101164861432,297.4862627933033,a
